img_id,latency_ms,num_preds,num_gts,tp,fp,fn,precision,recall,f1,sensitivity,specificity,mean_iou,mean_dice
164,29.982805252075195,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8600210177923104,0.9244524317026704
165,30.989646911621094,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8039549538840234,0.8905945934748454
166,30.015945434570312,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8520182828247345,0.9193003204159469
167,36.8351936340332,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8671900812382336,0.9284633080713578
168,31.174421310424805,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8972943462141958,0.9457449725826883
169,30.1055908203125,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8872631357135855,0.9402105002422205
170,29.77442741394043,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8525667034608826,0.9199753616959581
171,29.42800521850586,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8296874806868304,0.9059798069564208
172,30.297279357910156,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9128529058654401,0.9540650781651602
173,29.129981994628906,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8462938859691591,0.9167477078136462
174,30.98464012145996,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9137154594709171,0.9548957048441735
175,33.663272857666016,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.802695431042879,0.885307771013772
176,29.519319534301758,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8898299814906008,0.9417003350561601
177,29.666662216186523,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9347595615374681,0.9660878796085429
178,30.471324920654297,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8705332373113871,0.9306425617193897
179,30.957460403442383,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9090479002109115,0.9523523150343285
180,29.410362243652344,3,2,1,2,1,0.3333333333333333,0.5,0.4,0.5,0.33333333333333337,0.8396629582850321,0.9128443386910192
181,34.1486930847168,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8425178426188527,0.914448769628617
182,29.631614685058594,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8377435506968722,0.9115661870975078
183,29.474258422851562,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8965328596605869,0.9453458232071305
184,29.132366180419922,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9251832727446503,0.9610975224043155
185,29.105424880981445,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9230264265066562,0.9599703541856115
186,29.558420181274414,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8875379464898531,0.9403486225764104
187,31.430959701538086,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8695774555296059,0.9301275581399978
188,29.76703643798828,1,2,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,29.378890991210938,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8698240185009348,0.9303803735109455
190,29.550552368164062,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8795112401095144,0.9352830902579345
191,29.50286865234375,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8988101675577644,0.9465569903645534
192,29.62779998779297,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.85841719424176,0.923654076235094
193,29.859304428100586,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8144464868283263,0.8977336079940803
194,30.28130531311035,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9114347299630965,0.9534692845085839
195,32.56821632385254,3,2,2,1,0,0.6666666666666666,1.0,0.8,1.0,0.6666666666666667,0.7624082757330478,0.8634186795119116
196,30.42149543762207,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8642830242827924,0.9270466669630881
197,30.51614761352539,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9075356110127484,0.9514633708168212
198,29.79588508605957,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9282331903029739,0.9627734787805906
199,30.894994735717773,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.7866658788288489,0.8789740188091504
200,29.758930206298828,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9016451994785253,0.9482739230195583
201,29.586315155029297,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8373289376631847,0.9103983590387796
202,30.066251754760742,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.7617909238231297,0.8644206319868065
